Age,Word,C_freq,ld,dd,pkc
21,cup,1409,0.586000000, 0.102591110,0.261966886
22,cup,1662,0.614000000, 0.111649463,0.373696676
23,cup,1765,0.632000000, 0.119654519,0.419930779
24,cup,1994,0.652000000, 0.139035180,0.462364729
25,cup,2094,0.662000000, 0.146197598,0.514985723
26,cup,2175,0.672000000, 0.151674742,0.583180892
27,cup,2289,0.688000000, 0.156098589,0.607381558
28,cup,2344,0.692000000, 0.160733095,0.723619205
29,cup,2512,0.706000000, 0.167052876,0.671457486
30,cup,2791,0.724000000, 0.184537603,0.773310136
16,cut,233,0.232000000, 0.017484727,0.091631481
17,cut,257,0.246000000, 0.018959343,0.098962576
18,cut,285,0.258000000, 0.021276596,0.158399898
19,cut,337,0.286000000, 0.023804508,0.198964632
20,cut,353,0.292000000, 0.025911102,0.218310207
21,cut,424,0.326000000, 0.029913630,0.238297780
22,cut,485,0.354000000, 0.035601432,0.353842663
23,cut,549,0.376000000, 0.040025279,0.392814270
24,cut,747,0.444000000, 0.056667369,0.440536780
25,cut,863,0.470000000, 0.062355172,0.494256601
26,cut,990,0.488000000, 0.067621656,0.564528022
27,cut,1103,0.508000000, 0.072677481,0.591506271
28,cut,1203,0.522000000, 0.080050558,0.717444394
29,cut,1301,0.548000000, 0.085949020,0.664247806
30,cut,1411,0.560000000, 0.093532758,0.766107638
16,cute,282,0.278000000, 0.031177586,0.072260977
17,cute,301,0.284000000, 0.033073520,0.081839822
18,cute,322,0.294000000, 0.036444070,0.133860681
19,cute,346,0.302000000, 0.038550664,0.180906485
20,cute,381,0.318000000, 0.042342532,0.204201571
21,cute,402,0.320000000, 0.044449126,0.229434226
22,cute,425,0.332000000, 0.046345060,0.341614525
23,cute,451,0.362000000, 0.049083632,0.386129626
24,cute,531,0.390000000, 0.058563303,0.427652705
25,cute,587,0.410000000, 0.062565831,0.480794821
26,cute,604,0.418000000, 0.064672425,0.555364336
27,cute,654,0.438000000, 0.069517590,0.581274185
28,cute,683,0.446000000, 0.072677481,0.704083402
29,cute,728,0.452000000, 0.077522646,0.650879092
30,cute,774,0.464000000, 0.080471877,0.758939571
16,dance,212,0.196000000, 0.014324837,0.069520600
17,dance,229,0.210000000, 0.016010112,0.085754523
18,dance,258,0.230000000, 0.018116705,0.140169000
19,dance,317,0.266000000, 0.020855277,0.193471579
20,dance,363,0.288000000, 0.023593849,0.212697155
21,dance,420,0.312000000, 0.026543080,0.250997425
22,dance,448,0.322000000, 0.028649673,0.365114943
23,dance,482,0.334000000, 0.029702970,0.410163228
24,dance,530,0.350000000, 0.033916158,0.466463024
25,dance,545,0.350000000, 0.035390773,0.518985665
26,dance,554,0.350000000, 0.036865389,0.589853379
27,dance,572,0.358000000, 0.038761323,0.608416302
28,dance,625,0.362000000, 0.039603960,0.737983604
29,dance,685,0.382000000, 0.044027807,0.679115139
30,dance,704,0.384000000, 0.045923741,0.789811951
16,dark,39,0.088000000, 0.004634506,0.072761966
17,dark,48,0.106000000, 0.005266484,0.091264082
18,dark,60,0.134000000, 0.006530440,0.146034944
19,dark,71,0.150000000, 0.007583737,0.185941827
20,dark,86,0.166000000, 0.009058353,0.206187305
21,dark,92,0.174000000, 0.010111649,0.235571926
22,dark,132,0.200000000, 0.012218243,0.350705128
23,dark,158,0.230000000, 0.014746155,0.397228903
24,dark,170,0.240000000, 0.016431430,0.448049738
25,dark,215,0.278000000, 0.019591321,0.496012087
26,dark,265,0.296000000, 0.022540552,0.563705000
27,dark,291,0.302000000, 0.024857805,0.591103024
28,dark,324,0.310000000, 0.027596377,0.718671283
29,dark,378,0.324000000, 0.030966926,0.663234339
30,dark,446,0.340000000, 0.034126817,0.776206354
16,deer,74,0.128000000, 0.009058353,0.066391421
17,deer,77,0.132000000, 0.009690331,0.071499014
18,deer,103,0.164000000, 0.012639562,0.123789487
19,deer,115,0.178000000, 0.013692859,0.179792001
20,deer,120,0.184000000, 0.014324837,0.205604930
21,deer,121,0.188000000, 0.014535496,0.237426741
22,deer,125,0.196000000, 0.015167474,0.345381679
23,deer,136,0.208000000, 0.015588793,0.391214725
24,deer,180,0.240000000, 0.019801980,0.428941605
25,deer,186,0.244000000, 0.020012640,0.476273377
26,deer,210,0.260000000, 0.021276596,0.546224209
27,deer,227,0.268000000, 0.023593849,0.581803374
28,deer,230,0.272000000, 0.023804508,0.700750252
29,deer,245,0.276000000, 0.025068464,0.641132479
30,deer,256,0.286000000, 0.025279124,0.750066376
16,diaper,485,0.378000000, 0.031598905,0.102735654
17,diaper,562,0.410000000, 0.037286707,0.115349101
18,diaper,656,0.438000000, 0.043606488,0.181855416
19,diaper,697,0.446000000, 0.046977038,0.226009490
20,diaper,758,0.466000000, 0.050347588,0.244875774
21,diaper,874,0.504000000, 0.056667369,0.277237393
22,diaper,964,0.522000000, 0.060880556,0.382273196
23,diaper,1015,0.530000000, 0.064251106,0.427584472
24,diaper,1101,0.546000000, 0.071413524,0.465515462
25,diaper,1173,0.556000000, 0.074994734,0.520261684
26,diaper,1210,0.562000000, 0.076890668,0.587163972
27,diaper,1254,0.568000000, 0.079207921,0.613496976
28,diaper,1277,0.570000000, 0.080682536,0.732700204
29,diaper,1334,0.582000000, 0.083421108,0.677817729
30,diaper,1351,0.582000000, 0.085106383,0.779806162
16,did,3659,0.706000000, 0.148514851,0.074429736
17,did,3933,0.720000000, 0.159679798,0.083976979
18,did,4581,0.750000000, 0.189593427,0.136171759
19,did,5017,0.766000000, 0.204971561,0.186135312
20,did,5602,0.790000000, 0.224352222,0.205991471
21,did,6274,0.814000000, 0.240151675,0.234846685
22,did,6938,0.844000000, 0.259111017,0.346098318
23,did,7593,0.858000000, 0.279755635,0.394240194
24,did,8944,0.886000000, 0.332631135,0.442242147
25,did,9932,0.890000000, 0.352011797,0.499264915
26,did,10872,0.894000000, 0.369285865,0.570515217
27,did,11773,0.900000000, 0.385927954,0.597814511
28,did,13078,0.916000000, 0.416262903,0.722251408
29,did,14747,0.928000000, 0.439435433,0.667946622
30,did,16025,0.936000000, 0.475458184,0.774883656
16,dish,44,0.096000000, 0.005266484,0.092673209
17,dish,54,0.120000000, 0.006951759,0.119963370
18,dish,64,0.128000000, 0.008637034,0.190983649
19,dish,72,0.150000000, 0.010111649,0.237604541
20,dish,73,0.150000000, 0.010322309,0.256816018
21,dish,85,0.166000000, 0.011375606,0.282771416
22,dish,90,0.170000000, 0.012428902,0.391823770
23,dish,112,0.198000000, 0.013903518,0.428531532
24,dish,132,0.222000000, 0.016852749,0.472896880
25,dish,149,0.242000000, 0.018327365,0.522065132
26,dish,177,0.258000000, 0.020012640,0.590682594
27,dish,189,0.268000000, 0.021487255,0.609880496
28,dish,200,0.286000000, 0.023172530,0.737173715
29,dish,202,0.294000000, 0.023593849,0.674276748
30,dish,206,0.296000000, 0.024436486,0.781669088
16,do,12656,0.832000000, 0.193595955,0.068917811
17,do,13406,0.854000000, 0.206656836,0.075064704
18,do,15433,0.874000000, 0.241204972,0.126985476
19,do,16927,0.894000000, 0.259321677,0.174967371
20,do,18713,0.906000000, 0.284811460,0.193462242
21,do,20671,0.916000000, 0.302085528,0.222315236
22,do,22166,0.928000000, 0.321255530,0.335308164
23,do,23699,0.930000000, 0.342532126,0.383821676
24,do,28119,0.944000000, 0.405097957,0.435253556
25,do,30242,0.950000000, 0.425742574,0.492692337
26,do,32374,0.952000000, 0.447229829,0.564959698
27,do,34690,0.966000000, 0.467242469,0.593559203
28,do,37668,0.968000000, 0.512534232,0.719059889
29,do,41240,0.976000000, 0.538655993,0.662231183
30,do,44360,0.978000000, 0.587950284,0.771743328
16,dog,950,0.442000000, 0.064251106,0.141634474
17,dog,1051,0.484000000, 0.071413524,0.166895391
18,dog,1271,0.536000000, 0.084895724,0.219342320
19,dog,1456,0.572000000, 0.094164736,0.265575186
20,dog,1636,0.588000000, 0.105119023,0.281966592
21,dog,1774,0.608000000, 0.113545397,0.307428240
22,dog,1902,0.610000000, 0.120707815,0.403889839
23,dog,2022,0.622000000, 0.128502212,0.452649221
24,dog,2212,0.648000000, 0.142827049,0.489791861
25,dog,2429,0.680000000, 0.149778808,0.537291972
26,dog,2600,0.700000000, 0.157151885,0.606806737
27,dog,2775,0.708000000, 0.167263535,0.626423323
28,dog,3007,0.724000000, 0.179692437,0.736877773
29,dog,3359,0.744000000, 0.193174637,0.685526801
30,dog,3591,0.756000000, 0.203496945,0.780352707
16,doll,569,0.346000000, 0.053507478,0.052171377
17,doll,591,0.362000000, 0.056456710,0.060498896
18,doll,698,0.392000000, 0.066989678,0.102719315
19,doll,740,0.408000000, 0.070570887,0.146899088
20,doll,795,0.420000000, 0.076258690,0.168569940
21,doll,835,0.432000000, 0.079629240,0.196178457
22,doll,929,0.452000000, 0.084053086,0.300735901
23,doll,976,0.458000000, 0.086370339,0.346988052
24,doll,1193,0.504000000, 0.104697704,0.393945686
25,doll,1256,0.532000000, 0.107857594,0.447453189
26,doll,1305,0.548000000, 0.110174847,0.527304408
27,doll,1361,0.552000000, 0.112281441,0.553737829
28,doll,1394,0.556000000, 0.115651991,0.674208585
29,doll,1480,0.570000000, 0.121129134,0.626377639
30,doll,1544,0.580000000, 0.124710343,0.735079526
16,donkey,114,0.170000000, 0.015799452,0.082182462
17,donkey,143,0.182000000, 0.016431430,0.108795419
18,donkey,176,0.212000000, 0.020433958,0.161144012
19,donkey,222,0.230000000, 0.024647146,0.203271723
20,donkey,259,0.238000000, 0.028439014,0.222644289
21,donkey,312,0.260000000, 0.029913630,0.244334975
22,donkey,329,0.282000000, 0.030756267,0.350147256
23,donkey,349,0.288000000, 0.032230883,0.390349600
24,donkey,414,0.320000000, 0.037076048,0.441363925
25,donkey,435,0.322000000, 0.038340004,0.486088591
26,donkey,447,0.328000000, 0.039182642,0.559189894
27,donkey,468,0.338000000, 0.041921213,0.586477264
28,donkey,488,0.348000000, 0.042974510,0.708002358
29,donkey,541,0.372000000, 0.045291763,0.647025814
30,donkey,563,0.376000000, 0.046555719,0.752027562
16,donut,3,0.014000000, 0.000210659,0.093096234
17,donut,3,0.014000000, 0.000210659,0.116169545
18,donut,6,0.018000000, 0.000421319,0.200226244
19,donut,6,0.018000000, 0.000421319,0.242718356
20,donut,9,0.020000000, 0.000631978,0.257538791
21,donut,9,0.020000000, 0.000631978,0.275451560
22,donut,18,0.048000000, 0.001685275,0.397241379
23,donut,24,0.064000000, 0.002949231,0.430438931
24,donut,80,0.152000000, 0.008426375,0.394685118
25,donut,81,0.154000000, 0.008637034,0.449043985
26,donut,82,0.154000000, 0.008847693,0.522039968
27,donut,92,0.158000000, 0.010743628,0.556149129
28,donut,92,0.158000000, 0.010743628,0.676071179
29,donut,99,0.178000000, 0.011586265,0.639161220
30,donut,100,0.178000000, 0.011796924,0.745496843
16,door,613,0.432000000, 0.041710554,0.087063478
17,door,778,0.474000000, 0.048872972,0.111177580
18,door,916,0.502000000, 0.059195281,0.174117423
19,door,978,0.516000000, 0.065936381,0.226129789
20,door,1100,0.532000000, 0.075205393,0.245321282
21,door,1208,0.546000000, 0.082999789,0.273829932
22,door,1322,0.558000000, 0.089740889,0.382392501
23,door,1420,0.574000000, 0.097324626,0.428259405
24,door,1564,0.612000000, 0.108489572,0.473432543
25,door,1755,0.630000000, 0.116494628,0.521771390
26,door,1843,0.650000000, 0.122814409,0.589391398
27,door,1967,0.664000000, 0.133136718,0.613721075
28,door,2150,0.674000000, 0.144091005,0.731145212
29,door,2378,0.702000000, 0.155677270,0.672727645
30,door,2555,0.714000000, 0.168316832,0.775259297
16,down,3751,0.734000000, 0.132294080,0.086935057
17,down,4205,0.760000000, 0.147250895,0.102457548
18,down,4830,0.788000000, 0.174215294,0.161773390
19,down,5470,0.816000000, 0.195702549,0.209907285
20,down,6116,0.834000000, 0.220560354,0.229411883
21,down,6829,0.850000000, 0.240151675,0.259216736
22,down,7643,0.872000000, 0.263324205,0.369137815
23,down,8323,0.886000000, 0.284179482,0.417055650
24,down,9389,0.910000000, 0.324836739,0.462618882
25,down,10228,0.916000000, 0.344638719,0.513987333
26,down,10843,0.922000000, 0.361491468,0.583737678
27,down,11419,0.924000000, 0.378765536,0.604391200
28,down,12220,0.930000000, 0.405308616,0.729731033
29,down,13297,0.940000000, 0.428691805,0.670274709
30,down,14413,0.950000000, 0.471244997,0.775536963
16,draw,283,0.226000000, 0.010532968,0.081425319
17,draw,300,0.234000000, 0.011796924,0.091080990
18,draw,353,0.260000000, 0.013903518,0.148033799
19,draw,464,0.304000000, 0.018327365,0.196960804
20,draw,649,0.346000000, 0.023804508,0.215509032
21,draw,705,0.356000000, 0.027175058,0.253779334
22,draw,739,0.366000000, 0.029281652,0.364578736
23,draw,775,0.378000000, 0.032020223,0.405661210
24,draw,902,0.422000000, 0.035812092,0.461104475
25,draw,1011,0.444000000, 0.038340004,0.508782669
26,draw,1227,0.488000000, 0.043395829,0.577328620
27,draw,1358,0.506000000, 0.048030335,0.603613201
28,draw,1474,0.516000000, 0.052664841,0.719165207
29,draw,1622,0.542000000, 0.057510006,0.666633864
30,draw,1795,0.562000000, 0.063829787,0.771952531
16,drawer,54,0.124000000, 0.006951759,0.076492802
17,drawer,59,0.134000000, 0.007794396,0.083425618
18,drawer,66,0.152000000, 0.008637034,0.138608373
19,drawer,73,0.164000000, 0.009690331,0.190162586
20,drawer,78,0.172000000, 0.010532968,0.214091794
21,drawer,88,0.184000000, 0.011164946,0.236549792
22,drawer,97,0.190000000, 0.012218243,0.342834821
23,drawer,109,0.196000000, 0.013271540,0.383337505
24,drawer,126,0.210000000, 0.014956815,0.431811422
25,drawer,141,0.228000000, 0.016010112,0.487236507
26,drawer,150,0.234000000, 0.017063408,0.558384247
27,drawer,168,0.244000000, 0.018327365,0.584172384
28,drawer,186,0.254000000, 0.019591321,0.710602548
29,drawer,213,0.292000000, 0.022540552,0.656178683
30,drawer,231,0.302000000, 0.023804508,0.760679194
16,dress,77,0.148000000, 0.007794396,0.091247011
17,dress,89,0.154000000, 0.008426375,0.099955891
18,dress,96,0.164000000, 0.009479671,0.151871852
19,dress,123,0.176000000, 0.011164946,0.187296182
20,dress,142,0.190000000, 0.013060881,0.214180825
21,dress,160,0.220000000, 0.014746155,0.241821054
22,dress,205,0.254000000, 0.018327365,0.350041494
23,dress,252,0.274000000, 0.020223299,0.398457783
24,dress,416,0.320000000, 0.032862861,0.429464466
25,dress,487,0.350000000, 0.034758795,0.474941063
26,dress,520,0.370000000, 0.036654729,0.552498427
27,dress,567,0.378000000, 0.040025279,0.574927068
28,dress,594,0.392000000, 0.041710554,0.696594789
29,dress,674,0.422000000, 0.046134401,0.644449865
30,dress,730,0.434000000, 0.050347588,0.749210377
16,drink,596,0.400000000, 0.048662313,0.099812748
17,drink,619,0.414000000, 0.051400885,0.106397736
18,drink,805,0.454000000, 0.064883084,0.168410961
19,drink,883,0.472000000, 0.069096271,0.217653392
20,drink,918,0.486000000, 0.072677481,0.237680630
21,drink,1033,0.506000000, 0.080471877,0.272619567
22,drink,1146,0.532000000, 0.089951548,0.382637185
23,drink,1258,0.552000000, 0.097535285,0.420896641
24,drink,1485,0.580000000, 0.115020013,0.471984483
25,drink,1613,0.596000000, 0.124289025,0.518456987
26,drink,1693,0.606000000, 0.131451443,0.588656314
27,drink,1797,0.620000000, 0.137349905,0.614960302
28,drink,1898,0.630000000, 0.147040236,0.728902787
29,drink,2061,0.650000000, 0.156730567,0.679756456
30,drink,2566,0.664000000, 0.188118812,0.777487136
16,drive,69,0.146000000, 0.007583737,0.102086545
17,drive,74,0.152000000, 0.008426375,0.118666812
18,drive,90,0.170000000, 0.010532968,0.186851759
19,drive,108,0.186000000, 0.012007584,0.233910504
20,drive,136,0.210000000, 0.014956815,0.240680308
21,drive,155,0.234000000, 0.017695387,0.269266294
22,drive,169,0.244000000, 0.019380661,0.373802198
23,drive,192,0.260000000, 0.021276596,0.411786377
24,drive,225,0.274000000, 0.024015167,0.446773352
25,drive,270,0.290000000, 0.027807036,0.491321329
26,drive,324,0.322000000, 0.031388245,0.572981240
27,drive,380,0.352000000, 0.034758795,0.596427557
28,drive,474,0.370000000, 0.039814620,0.725341695
29,drive,551,0.386000000, 0.045081104,0.665059842
30,drive,666,0.406000000, 0.052875500,0.768395095
16,drop,116,0.182000000, 0.015588793,0.079933752
17,drop,126,0.186000000, 0.016642090,0.084941801
18,drop,160,0.220000000, 0.020223299,0.138850089
19,drop,200,0.242000000, 0.022961871,0.182081166
20,drop,211,0.256000000, 0.024647146,0.204351944
21,drop,237,0.282000000, 0.027385717,0.231809435
22,drop,255,0.298000000, 0.029702970,0.346771709
23,drop,275,0.308000000, 0.031809564,0.385838136
24,drop,292,0.322000000, 0.034548136,0.441214526
25,drop,322,0.334000000, 0.037497367,0.488786463
26,drop,344,0.354000000, 0.041289235,0.564689730
27,drop,361,0.370000000, 0.043185170,0.589090423
28,drop,437,0.402000000, 0.046977038,0.722604537
29,drop,480,0.426000000, 0.050558247,0.674801420
30,drop,521,0.444000000, 0.055403413,0.774554572
16,dry,179,0.242000000, 0.018116705,0.084211531
17,dry,198,0.258000000, 0.020012640,0.089911926
18,dry,229,0.280000000, 0.024225827,0.167402773
19,dry,245,0.288000000, 0.026332420,0.213254338
20,dry,259,0.294000000, 0.028649673,0.231762288
21,dry,295,0.318000000, 0.031388245,0.267909300
22,dry,365,0.342000000, 0.033916158,0.375203666
23,dry,434,0.374000000, 0.036444070,0.419125232
24,dry,465,0.390000000, 0.038761323,0.463969750
25,dry,493,0.400000000, 0.040867917,0.520405977
26,dry,510,0.404000000, 0.042763851,0.584424903
27,dry,533,0.414000000, 0.044870444,0.606657791
28,dry,559,0.426000000, 0.047398357,0.727990308
29,dry,619,0.446000000, 0.051400885,0.672986033
30,dry,653,0.460000000, 0.054560775,0.773971434
16,dryer,13,0.032000000, 0.001685275,0.077057183
17,dryer,13,0.032000000, 0.001685275,0.084249084
18,dryer,19,0.042000000, 0.002527912,0.115031109
19,dryer,19,0.042000000, 0.002527912,0.155963303
20,dryer,22,0.054000000, 0.002949231,0.158185944
21,dryer,24,0.056000000, 0.003370550,0.182626457
22,dryer,24,0.056000000, 0.003370550,0.284756098
23,dryer,26,0.058000000, 0.003791869,0.318235793
24,dryer,28,0.060000000, 0.004002528,0.366807227
25,dryer,31,0.070000000, 0.004423847,0.414515017
26,dryer,36,0.080000000, 0.004845165,0.493882057
27,dryer,37,0.080000000, 0.005055825,0.519868597
28,dryer,39,0.082000000, 0.005266484,0.650603827
29,dryer,43,0.094000000, 0.005687803,0.608754209
30,dryer,43,0.094000000, 0.005687803,0.720632768
16,duck,901,0.436000000, 0.060248578,0.121695410
17,duck,1040,0.468000000, 0.068253634,0.141451332
18,duck,1279,0.520000000, 0.084685064,0.203792203
19,duck,1547,0.546000000, 0.096060670,0.252854961
20,duck,1808,0.566000000, 0.108068254,0.275347033
21,duck,1961,0.576000000, 0.115020013,0.295602715
22,duck,2169,0.612000000, 0.120497156,0.406930546
23,duck,2330,0.622000000, 0.127659574,0.451422970
24,duck,2533,0.636000000, 0.141984411,0.496643485
25,duck,2623,0.652000000, 0.146197598,0.543346696
26,duck,2744,0.662000000, 0.149357489,0.616436499
27,duck,2863,0.676000000, 0.155045292,0.637161677
28,duck,2926,0.678000000, 0.158626501,0.748404938
29,duck,3101,0.694000000, 0.164735622,0.691329455
30,duck,3145,0.694000000, 0.167895513,0.792796999
16,dump,86,0.138000000, 0.008005056,0.101597200
17,dump,97,0.150000000, 0.009690331,0.109675382
18,dump,149,0.208000000, 0.012007584,0.174754252
19,dump,174,0.222000000, 0.013903518,0.216913488
20,dump,203,0.248000000, 0.016431430,0.236126996
21,dump,220,0.266000000, 0.018538024,0.260961356
22,dump,231,0.280000000, 0.020012640,0.378189911
23,dump,277,0.298000000, 0.022119233,0.426327462
24,dump,319,0.308000000, 0.027385717,0.472617737
25,dump,330,0.314000000, 0.029281652,0.518918728
26,dump,391,0.338000000, 0.033705498,0.591573196
27,dump,417,0.340000000, 0.036022751,0.612305469
28,dump,463,0.352000000, 0.038971982,0.724287317
29,dump,519,0.360000000, 0.041710554,0.679564154
30,dump,577,0.376000000, 0.045923741,0.770693449
16,each,112,0.176000000, 0.016220771,0.048418613
17,each,121,0.182000000, 0.017695387,0.058952952
18,each,134,0.194000000, 0.020223299,0.109071130
19,each,135,0.194000000, 0.020433958,0.148232651
20,each,145,0.202000000, 0.022119233,0.172620696
21,each,150,0.202000000, 0.022961871,0.198565060
22,each,164,0.222000000, 0.024436486,0.297334123
23,each,176,0.224000000, 0.026332420,0.340218199
24,each,213,0.248000000, 0.031809564,0.370127587
25,each,218,0.250000000, 0.032652201,0.424485993
26,each,229,0.256000000, 0.033916158,0.499024773
27,each,240,0.268000000, 0.035812092,0.526802429
28,each,263,0.286000000, 0.038550664,0.641248709
29,each,299,0.314000000, 0.041921213,0.596620657
30,each,320,0.330000000, 0.044449126,0.698267834
16,ear,196,0.254000000, 0.019380661,0.077935558
17,ear,245,0.296000000, 0.022751211,0.101589819
18,ear,270,0.302000000, 0.025279124,0.159588287
19,ear,298,0.318000000, 0.028017695,0.207449776
20,ear,338,0.354000000, 0.032020223,0.234185741
21,ear,368,0.364000000, 0.035180114,0.262716477
22,ear,408,0.380000000, 0.039393301,0.364400253
23,ear,451,0.392000000, 0.042553191,0.418646539
24,ear,477,0.400000000, 0.045502423,0.461078715
25,ear,494,0.402000000, 0.048240994,0.509938848
26,ear,552,0.422000000, 0.051822203,0.580491255
27,ear,574,0.426000000, 0.054139456,0.608043141
28,ear,602,0.434000000, 0.056456710,0.726359383
29,ear,629,0.448000000, 0.058563303,0.673490304
30,ear,673,0.458000000, 0.061301875,0.774283960
16,eat,2651,0.662000000, 0.129344849,0.075131354
17,eat,2818,0.674000000, 0.139245839,0.087626972
18,eat,3308,0.692000000, 0.163471666,0.143119033
19,eat,3526,0.706000000, 0.173372656,0.189229967
20,eat,3833,0.722000000, 0.186012218,0.207898479
21,eat,4126,0.738000000, 0.195913208,0.236993966
22,eat,4413,0.750000000, 0.209606067,0.344537682
23,eat,4771,0.770000000, 0.224984201,0.387108483
24,eat,5851,0.818000000, 0.272171898,0.431651344
25,eat,6314,0.826000000, 0.286286075,0.479506473
26,eat,6641,0.830000000, 0.300189593,0.555490981
27,eat,6967,0.840000000, 0.314725090,0.583245005
28,eat,7452,0.846000000, 0.337265641,0.703158136
29,eat,8229,0.862000000, 0.357278281,0.654727057
30,eat,9319,0.872000000, 0.398567516,0.756558532
16,egg,262,0.306000000, 0.012639562,0.080297342
17,egg,278,0.324000000, 0.015378134,0.100382313
18,egg,337,0.358000000, 0.018959343,0.162683304
19,egg,425,0.388000000, 0.025068464,0.222653893
20,egg,484,0.410000000, 0.029913630,0.252915711
21,egg,535,0.430000000, 0.033284179,0.284203432
22,egg,615,0.446000000, 0.036233411,0.389722882
23,egg,671,0.458000000, 0.040235938,0.433654573
24,egg,777,0.494000000, 0.045291763,0.476283750
25,egg,884,0.514000000, 0.050136929,0.528173225
26,egg,968,0.526000000, 0.054560775,0.595077888
27,egg,1030,0.538000000, 0.058773963,0.617622233
28,egg,1153,0.552000000, 0.063619128,0.732922337
29,egg,1319,0.586000000, 0.069517590,0.673263280
30,egg,1365,0.588000000, 0.073309459,0.776976370
16,elephant,231,0.274000000, 0.016642090,0.107378917
17,elephant,258,0.288000000, 0.018959343,0.125574926
18,elephant,298,0.312000000, 0.022961871,0.198733916
19,elephant,328,0.324000000, 0.025279124,0.250133002
20,elephant,387,0.356000000, 0.030334948,0.264438217
21,elephant,447,0.384000000, 0.034337476,0.294056040
22,elephant,495,0.398000000, 0.037286707,0.397356870
23,elephant,568,0.418000000, 0.040446598,0.440866265
24,elephant,709,0.442000000, 0.051611544,0.477289041
25,elephant,822,0.480000000, 0.055403413,0.514995995
26,elephant,930,0.506000000, 0.058563303,0.585958793
27,elephant,1003,0.516000000, 0.062776490,0.608092245
28,elephant,1068,0.526000000, 0.066779018,0.726215120
29,elephant,1287,0.568000000, 0.074994734,0.665471666
30,elephant,1349,0.578000000, 0.078997261,0.771284784
16,empty,71,0.168000000, 0.009900990,0.082787076
17,empty,89,0.190000000, 0.011796924,0.097009967
18,empty,116,0.210000000, 0.013903518,0.155566289
19,empty,128,0.214000000, 0.015167474,0.200281738
20,empty,157,0.232000000, 0.017484727,0.211453514
21,empty,181,0.250000000, 0.019591321,0.238455988
22,empty,198,0.266000000, 0.021697914,0.344293981
23,empty,219,0.292000000, 0.024015167,0.394386132
24,empty,320,0.332000000, 0.030334948,0.433695673
25,empty,364,0.356000000, 0.033284179,0.490337030
26,empty,405,0.372000000, 0.036654729,0.554390389
27,empty,428,0.380000000, 0.039182642,0.579993977
28,empty,442,0.384000000, 0.041289235,0.707761248
29,empty,465,0.392000000, 0.043606488,0.648586707
30,empty,493,0.400000000, 0.046555719,0.761004992
16,every,143,0.214000000, 0.021065936,0.055564469
17,every,160,0.222000000, 0.023172530,0.063569215
18,every,195,0.252000000, 0.028649673,0.107329537
19,every,210,0.260000000, 0.030756267,0.143836182
20,every,226,0.262000000, 0.032652201,0.159702487
21,every,244,0.266000000, 0.034969454,0.186038646
22,every,269,0.282000000, 0.038550664,0.284353796
23,every,284,0.286000000, 0.040446598,0.330441621
24,every,364,0.342000000, 0.051190225,0.371268955
25,every,379,0.344000000, 0.053928797,0.422157073
26,every,391,0.346000000, 0.055824731,0.497103466
27,every,399,0.352000000, 0.057510006,0.527666359
28,every,414,0.354000000, 0.060248578,0.645566731
29,every,438,0.360000000, 0.063408469,0.604392317
30,every,456,0.368000000, 0.065936381,0.705648080
16,eye,417,0.344000000, 0.041289235,0.131461276
17,eye,480,0.376000000, 0.049504950,0.148009500
18,eye,604,0.410000000, 0.059827259,0.235826689
19,eye,654,0.428000000, 0.064461765,0.288104019
20,eye,712,0.448000000, 0.068885612,0.307914815
21,eye,731,0.456000000, 0.071834843,0.333277811
22,eye,787,0.474000000, 0.077101327,0.436195154
23,eye,811,0.476000000, 0.078997261,0.485536870
24,eye,874,0.482000000, 0.083421108,0.527615413
25,eye,952,0.500000000, 0.088055614,0.566491098
26,eye,984,0.502000000, 0.090583526,0.630458772
27,eye,1067,0.514000000, 0.095007373,0.652262785
28,eye,1122,0.530000000, 0.099220560,0.762290307
29,eye,1177,0.546000000, 0.103223088,0.706836287
30,eye,1217,0.558000000, 0.107436276,0.800030964
16,face,517,0.380000000, 0.054560775,0.068369389
17,face,554,0.388000000, 0.059195281,0.077006803
18,face,613,0.418000000, 0.065093743,0.127364112
19,face,673,0.430000000, 0.069728249,0.168417691
20,face,772,0.464000000, 0.075837371,0.188762589
21,face,819,0.480000000, 0.080050558,0.218519304
22,face,898,0.508000000, 0.087423636,0.326907529
23,face,942,0.516000000, 0.091215505,0.374963389
24,face,1010,0.542000000, 0.099009901,0.427415009
25,face,1113,0.558000000, 0.104697704,0.480841274
26,face,1154,0.560000000, 0.109121550,0.553446243
27,face,1225,0.570000000, 0.115230672,0.580205348
28,face,1328,0.580000000, 0.122182431,0.703843353
29,face,1450,0.598000000, 0.131240784,0.652202994
30,face,1629,0.624000000, 0.144301664,0.760138883
16,fall,384,0.316000000, 0.037076048,0.119477937
17,fall,419,0.328000000, 0.038340004,0.143017274
18,fall,472,0.346000000, 0.044870444,0.208430365
19,fall,520,0.370000000, 0.049926269,0.259911599
20,fall,597,0.400000000, 0.056667369,0.277454401
21,fall,684,0.420000000, 0.064883084,0.312925433
22,fall,789,0.466000000, 0.073309459,0.432984306
23,fall,927,0.504000000, 0.081946493,0.485258567
24,fall,1089,0.550000000, 0.094586054,0.523956105
25,fall,1211,0.580000000, 0.103644407,0.578923796
26,fall,1346,0.606000000, 0.111860122,0.640169611
27,fall,1479,0.632000000, 0.120075837,0.646370744
